Country;Item Type;Order Date;Order ID;Order Priority Ex;Region;Sales Channel;Ship Date;Total Cost Ch (bin);Total Cost Ch;Total Profit Ch;Total Revenue Ch;Unit Cost Ch;Unit Price Ch;Units Sold
Slovenia;Cereal;21/02/2012;652501904;Medium;Europe;Online;25/03/2012;890K;1015109,48;767898,12;1783007,6;117,11;205,7;8668
Bulgaria;Household;31/05/2017;688903129;Medium;Europe;Online;02/07/2017;297K;301524;99438;400962;502,54;668,27;600
Finland;Personal Care;25/07/2014;195171105;Medium;Europe;Online;04/09/2014;148K;244927,74;108309,32;353237,06;56,67;81,73;4322
Vatican City;Household;13/02/2011;128766906;Critical;Europe;Offline;28/03/2011;1929K;1931763,76;637066,12;2568829,88;502,54;668,27;3844
San Marino;Vegetables;27/06/2016;361725556;Low;Europe;Offline;18/07/2016;0K;135031,05;93748,05;228779,1;90,93;154,06;1485
Armenia;Personal Care;06/12/2016;789760196;Critical;Europe;Online;02/01/2017;297K;365351,49;161561,82;526913,31;56,67;81,73;6447
Slovakia;Cosmetics;01/11/2013;327072703;Critical;Europe;Online;16/11/2013;1780K;1826456,88;1205962,32;3032419,2;263,33;437,2;6936
Switzerland;Vegetables;18/09/2013;130356919;High;Europe;Online;01/10/2013;297K;396818,52;275499,32;672317,84;90,93;154,06;4364
Portugal;Cereal;05/02/2013;636360585;High;Europe;Offline;08/03/2013;148K;245111,23;185418,87;430530,1;117,11;205,7;2093
Belarus;Beverages;24/07/2012;123938930;Medium;Europe;Online;02/08/2012;148K;163337,02;80461,08;243798,1;31,79;47,45;5138
Kosovo;Office Supplies;26/07/2014;770821654;Critical;Europe;Offline;19/08/2014;1039K;1108715,52;266640;1375355,52;524,96;651,21;2112
United Kingdom;Cosmetics;14/12/2012;692952191;Medium;Europe;Online;04/01/2013;2226K;2319147,31;1531273,09;3850420,4;263,33;437,2;8807
Ukraine;Beverages;07/09/2013;947507131;Low;Europe;Offline;20/10/2013;148K;231145,09;113863,86;345008,95;31,79;47,45;7271
Ireland;Personal Care;21/01/2016;396462953;Low;Europe;Offline;26/02/2016;0K;59673,51;26388,18;86061,69;56,67;81,73;1053
Russia;Beverages;30/08/2011;162791907;Medium;Europe;Offline;19/10/2011;0K;82590,42;40684,68;123275,1;31,79;47,45;2598
Luxembourg;Cosmetics;26/01/2017;835341870;Medium;Europe;Online;24/02/2017;1335K;1336926,41;882737,99;2219664,4;263,33;437,2;5077
Norway;Household;29/04/2013;149274003;Critical;Europe;Offline;29/05/2013;1039K;1180969;389465,5;1570434,5;502,54;668,27;2350
Estonia;Cosmetics;04/01/2017;311956632;Critical;Europe;Offline;10/01/2017;890K;988804,15;652881,85;1641686;263,33;437,2;3755
Ukraine;Baby Food;05/05/2014;920688903;Low;Europe;Offline;12/06/2014;148K;185086,62;111293,46;296380,08;159,42;255,28;1161
San Marino;Personal Care;25/09/2010;434485948;Low;Europe;Online;03/11/2010;148K;164456,34;72724,12;237180,46;56,67;81,73;2902
Estonia;Baby Food;22/05/2014;316466176;High;Europe;Offline;02/06/2014;1187K;1311867,18;788831,94;2100699,12;159,42;255,28;8229
Kosovo;Household;18/07/2014;101025998;Medium;Europe;Online;11/08/2014;2226K;2358420,22;777770,89;3136191,11;502,54;668,27;4693
Luxembourg;Personal Care;25/09/2015;547625386;High;Europe;Offline;29/09/2015;148K;191317,92;84602,56;275920,48;56,67;81,73;3376
Montenegro;Fruits;31/01/2016;394456660;High;Europe;Online;09/02/2016;0K;50834,32;17703,86;68538,18;6,92;9,33;7346
Kosovo;Baby Food;01/01/2014;104548490;Medium;Europe;Online;05/01/2014;1039K;1128055,92;678305,36;1806361,28;159,42;255,28;7076
Greece;Cereal;10/01/2010;687374913;Medium;Europe;Online;26/02/2010;890K;979859,37;741232,53;1721091,9;117,11;205,7;8367
Greece;Vegetables;04/10/2012;921693980;Medium;Europe;Online;04/11/2012;742K;780724,98;542034,18;1322759,16;90,93;154,06;8586
Montenegro;Household;29/08/2012;829356467;Low;Europe;Online;16/09/2012;1929K;1941814,56;640380,72;2582195,28;502,54;668,27;3864
Czech Republic;Cereal;20/05/2015;322524106;Critical;Europe;Offline;20/05/2015;0K;105984,55;80173,95;186158,5;117,11;205,7;905
Portugal;Cereal;14/09/2014;897638213;Medium;Europe;Offline;08/10/2014;1039K;1165244,5;881470,5;2046715;117,11;205,7;9950
Italy;Baby Food;23/03/2017;480652987;Low;Europe;Offline;05/04/2017;742K;758042,1;455814,3;1213856,4;159,42;255,28;4755
France;Office Supplies;20/06/2010;340213811;Critical;Europe;Online;26/07/2010;2967K;2982822,72;717352,5;3700175,22;524,96;651,21;5682
Iceland;Baby Food;20/03/2013;826936471;High;Europe;Online;30/03/2013;1187K;1232794,86;741285,38;1974080,24;159,42;255,28;7733
Norway;Cosmetics;14/05/2015;477633464;High;Europe;Online;07/06/2015;297K;318892,63;210556,57;529449,2;263,33;437,2;1211
Latvia;Meat;25/11/2014;849431836;Low;Europe;Online;28/11/2014;1632K;1681585,59;263749,2;1945334,79;364,69;421,89;4611
United Kingdom;Baby Food;08/07/2012;844307315;High;Europe;Online;29/07/2012;1187K;1299591,84;781450,72;2081042,56;159,42;255,28;8152
Finland;Snacks;20/06/2017;414579665;High;Europe;Online;10/07/2017;148K;213491,04;120811,74;334302,78;97,44;152,58;2191
Switzerland;Cereal;18/10/2015;569864976;Medium;Europe;Offline;30/11/2015;445K;534607,15;404413,35;939020,5;117,11;205,7;4565
United Kingdom;Clothes;26/02/2017;783116900;Low;Europe;Online;14/03/2017;0K;19640,32;40245,12;59885,44;35,84;109,28;548
Andorra;Cosmetics;26/02/2016;727821767;Low;Europe;Online;16/03/2016;1929K;1972078,37;1302112,43;3274190,8;263,33;437,2;7489
Georgia;Meat;15/03/2012;631172120;Critical;Europe;Offline;20/04/2012;2374K;2447434,59;383869,2;2831303,79;364,69;421,89;6711
San Marino;Office Supplies;11/05/2016;859914767;Medium;Europe;Offline;18/06/2016;3412K;3540330,24;851430;4391760,24;524,96;651,21;6744
Andorra;Snacks;04/02/2011;575479590;Low;Europe;Online;22/03/2011;445K;589901,76;333817,56;923719,32;97,44;152,58;6054
Spain;Snacks;19/02/2017;352342545;Medium;Europe;Offline;27/03/2017;445K;471999,36;267098,16;739097,52;97,44;152,58;4844
Slovenia;Cereal;22/07/2012;972419059;High;Europe;Online;17/08/2012;1039K;1084907,04;820697,76;1905604,8;117,11;205,7;9264
Spain;Meat;20/05/2014;217165648;Medium;Europe;Offline;08/06/2014;1039K;1092611,24;171371,2;1263982,44;364,69;421,89;2996
Denmark;Baby Food;06/09/2016;764837539;Low;Europe;Online;06/09/2016;148K;203898,18;122604,94;326503,12;159,42;255,28;1279
Latvia;Fruits;19/03/2017;870218312;High;Europe;Offline;27/03/2017;0K;40080,64;13958,72;54039,36;6,92;9,33;5792
Spain;Office Supplies;02/07/2017;513802516;Low;Europe;Online;07/08/2017;2226K;2329247,52;560171,25;2889418,77;524,96;651,21;4437
Slovakia;Beverages;31/05/2017;638957822;Medium;Europe;Online;24/06/2017;0K;21394,67;10539,18;31933,85;31,79;47,45;673
Bulgaria;Baby Food;19/12/2014;944247710;High;Europe;Online;31/01/2015;297K;436173,12;262272,96;698446,08;159,42;255,28;2736
Netherlands;Baby Food;16/03/2013;694771802;High;Europe;Offline;21/03/2013;1039K;1158983,4;696902,2;1855885,6;159,42;255,28;7270
Bosnia and Herzegovina;Snacks;31/03/2012;388728320;Critical;Europe;Offline;10/05/2012;148K;214660,32;121473,42;336133,74;97,44;152,58;2203
Vatican City;Vegetables;18/03/2014;452559745;Low;Europe;Offline;19/03/2014;0K;121846,2;84594,2;206440,4;90,93;154,06;1340
Portugal;Baby Food;27/03/2016;921230065;Medium;Europe;Offline;16/05/2016;148K;207724,26;124905,58;332629,84;159,42;255,28;1303
Malta;Fruits;09/05/2016;831143891;Medium;Europe;Online;01/06/2016;0K;19389,84;6752,82;26142,66;6,92;9,33;2802
Estonia;Cereal;07/10/2015;318523538;Medium;Europe;Online;05/11/2015;742K;825391,28;624382,32;1449773,6;117,11;205,7;7048
Armenia;Meat;26/10/2010;970427358;High;Europe;Offline;31/10/2010;3561K;3601313,75;564850;4166163,75;364,69;421,89;9875
Estonia;Cereal;18/07/2013;195212733;High;Europe;Offline;14/08/2013;742K;777727,51;588326,19;1366053,7;117,11;205,7;6641
Poland;Household;13/03/2011;141875827;Critical;Europe;Online;16/04/2011;1484K;1540285,1;507962,45;2048247,55;502,54;668,27;3065
Vatican City;Beverages;04/11/2011;510762822;Low;Europe;Offline;22/12/2011;148K;156533,96;77109,84;233643,8;31,79;47,45;4924
Russia;Snacks;28/07/2012;189667212;High;Europe;Offline;03/09/2012;445K;545469,12;308673,72;854142,84;97,44;152,58;5598
Germany;Clothes;21/03/2015;276784074;Critical;Europe;Online;15/04/2015;148K;194001,92;397530,72;591532,64;35,84;109,28;5413
Spain;Clothes;14/08/2010;744583642;High;Europe;Online;26/09/2010;148K;276003,84;565561,44;841565,28;35,84;109,28;7701
Moldova;Beverages;26/06/2015;761724030;High;Europe;Online;13/08/2015;297K;315452,17;155394,18;470846,35;31,79;47,45;9923
Slovakia;Office Supplies;05/05/2012;217248904;Critical;Europe;Online;15/06/2012;4006K;4007019,68;963666,25;4970685,93;524,96;651,21;7633
Montenegro;Clothes;29/04/2016;685596930;Low;Europe;Online;16/06/2016;0K;79636,48;163183,68;242820,16;35,84;109,28;2222
Greece;Clothes;31/01/2015;355534589;High;Europe;Online;06/02/2015;297K;338329,6;693273,6;1031603,2;35,84;109,28;9440
Belgium;Office Supplies;01/12/2012;456527268;Low;Europe;Offline;02/12/2012;2819K;2844758,24;684148,75;3528906,99;524,96;651,21;5419
Montenegro;Baby Food;15/02/2016;461917865;Critical;Europe;Offline;21/03/2016;0K;98202,72;59049,76;157252,48;159,42;255,28;616
Montenegro;Personal Care;29/06/2013;284435451;Critical;Europe;Offline;29/06/2013;445K;545448,75;241202,5;786651,25;56,67;81,73;9625
Finland;Meat;21/06/2014;844575107;High;Europe;Online;26/06/2014;2671K;2697611,93;423108,4;3120720,33;364,69;421,89;7397
Russia;Baby Food;19/05/2015;158479773;Low;Europe;Offline;18/06/2015;1039K;1042925,64;627116,12;1670041,76;159,42;255,28;6542
Monaco;Household;09/06/2014;175723588;Low;Europe;Online;14/06/2014;4599K;4708799,8;1552890,1;6261689,9;502,54;668,27;9370
Netherlands;Household;04/11/2016;690220630;Critical;Europe;Online;19/11/2016;148K;239711,58;79053,21;318764,79;502,54;668,27;477
Macedonia;Beverages;17/07/2017;704139363;Medium;Europe;Offline;31/08/2017;297K;296918,6;146264,4;443183;31,79;47,45;9340
Italy;Fruits;02/02/2014;636278617;High;Europe;Online;22/03/2014;0K;54232,04;18887,17;73119,21;6,92;9,33;7837
Belarus;Snacks;09/09/2012;525749719;Low;Europe;Online;22/10/2012;890K;962707,2;544783,2;1507490,4;97,44;152,58;9880
Romania;Fruits;27/10/2016;481976497;High;Europe;Online;03/12/2016;0K;44364,12;15450,51;59814,63;6,92;9,33;6411
San Marino;Meat;22/10/2010;168979442;High;Europe;Online;10/12/2010;1187K;1322730,63;207464,4;1530195,03;364,69;421,89;3627
Albania;Household;20/12/2010;570476520;Low;Europe;Online;24/12/2010;2671K;2781056,36;917149,82;3698206,18;502,54;668,27;5534
Finland;Cereal;13/07/2013;144282948;High;Europe;Online;01/08/2013;593K;630754,46;477145,74;1107900,2;117,11;205,7;5386
Russia;Beverages;10/10/2013;797202146;Medium;Europe;Online;17/11/2013;148K;276096,15;136007,1;412103,25;31,79;47,45;8685
Hungary;Fruits;17/04/2016;353492677;Critical;Europe;Offline;23/05/2016;0K;35935,56;12515,13;48450,69;6,92;9,33;5193
Slovenia;Cosmetics;28/01/2014;155086886;Medium;Europe;Offline;05/02/2014;593K;661221,63;436587,57;1097809,2;263,33;437,2;2511
Russia;Cosmetics;29/10/2010;113524663;Low;Europe;Online;09/12/2010;742K;875572,25;578117,75;1453690;263,33;437,2;3325
Andorra;Beverages;09/10/2013;932475602;Low;Europe;Offline;21/11/2013;148K;289511,53;142615,62;432127,15;31,79;47,45;9107
Russia;Office Supplies;20/01/2015;282917964;Low;Europe;Offline;27/01/2015;297K;297652,32;71583,75;369236,07;524,96;651,21;567
Croatia;Baby Food;27/06/2013;775347936;Critical;Europe;Offline;08/07/2013;148K;245347,38;147528,54;392875,92;159,42;255,28;1539
Bulgaria;Baby Food;18/09/2010;980381143;Critical;Europe;Offline;26/09/2010;742K;864215,82;519657,06;1383872,88;159,42;255,28;5421
Belarus;Cosmetics;06/01/2010;521874034;Medium;Europe;Offline;03/02/2010;742K;784460,07;517958,73;1302418,8;263,33;437,2;2979
Iceland;Cosmetics;16/04/2017;186847674;Medium;Europe;Online;23/04/2017;297K;324949,22;214555,58;539504,8;263,33;437,2;1234
Vatican City;Fruits;24/01/2015;117929494;High;Europe;Offline;02/03/2015;0K;47145,96;16419,33;63565,29;6,92;9,33;6813
Netherlands;Beverages;11/07/2017;786318385;Medium;Europe;Offline;23/08/2017;148K;252380,81;124324,74;376705,55;31,79;47,45;7939
Austria;Household;20/09/2015;178604066;Critical;Europe;Online;18/10/2015;742K;887988,18;292844,91;1180833,09;502,54;668,27;1767
Bulgaria;Vegetables;11/06/2014;651247489;Critical;Europe;Offline;02/07/2014;593K;678246,87;470886,67;1149133,54;90,93;154,06;7459
Cyprus;Household;20/03/2013;492353856;Low;Europe;Online;11/04/2013;3561K;3669547,08;1210160,46;4879707,54;502,54;668,27;7302
Ireland;Personal Care;16/02/2013;382581126;Medium;Europe;Offline;27/03/2013;148K;176357,04;77986,72;254343,76;56,67;81,73;3112
Andorra;Household;29/09/2010;533314406;Critical;Europe;Online;29/10/2010;4154K;4240935,06;1398595,47;5639530,53;502,54;668,27;8439
Russia;Snacks;18/09/2016;949388539;Medium;Europe;Online;30/09/2016;297K;391806,24;221717,94;613524,18;97,44;152,58;4021
Portugal;Beverages;10/01/2016;122372519;Low;Europe;Offline;13/01/2016;0K;50959,37;25102,98;76062,35;31,79;47,45;1603
France;Clothes;16/01/2014;298978602;Medium;Europe;Offline;28/01/2014;0K;117089,28;239928,48;357017,76;35,84;109,28;3267
Belarus;Clothes;27/12/2016;691760861;Critical;Europe;Offline;28/01/2017;148K;224573,44;460175,04;684748,48;35,84;109,28;6266
Serbia;Meat;14/04/2010;447536504;High;Europe;Offline;25/04/2010;1632K;1769475,88;277534,4;2047010,28;364,69;421,89;4852
Poland;Vegetables;13/01/2011;469840466;High;Europe;Offline;22/01/2011;445K;462833,7;321331,7;784165,4;90,93;154,06;5090
Armenia;Snacks;02/03/2011;418404281;Medium;Europe;Offline;15/04/2011;297K;387713,76;219402,06;607115,82;97,44;152,58;3979
Austria;Snacks;18/01/2012;516122949;Medium;Europe;Online;21/02/2012;0K;107671,2;60929,7;168600,9;97,44;152,58;1105
Albania;Cosmetics;29/08/2015;208238399;Low;Europe;Offline;15/10/2015;297K;322315,92;212816,88;535132,8;263,33;437,2;1224
Georgia;Fruits;02/12/2016;526533353;Medium;Europe;Online;12/01/2017;0K;12283;4277,75;16560,75;6,92;9,33;1775
Iceland;Meat;11/05/2011;643027484;High;Europe;Online;18/05/2011;1780K;1815062,13;284684,4;2099746,53;364,69;421,89;4977
Hungary;Beverages;21/04/2013;327604424;Low;Europe;Online;13/05/2013;0K;136188,36;67087,44;203275,8;31,79;47,45;4284
Ukraine;Meat;18/06/2014;219451320;Medium;Europe;Offline;02/07/2014;3412K;3419698,13;536364,4;3956062,53;364,69;421,89;9377
France;Personal Care;15/03/2011;575758969;High;Europe;Online;29/03/2011;445K;494672,43;218748,74;713421,17;56,67;81,73;8729
Malta;Office Supplies;04/12/2014;602264344;High;Europe;Offline;07/01/2015;1039K;1185359,68;285072,5;1470432,18;524,96;651,21;2258
Belgium;Cereal;22/11/2014;791890084;High;Europe;Offline;15/12/2014;742K;787916,08;596033,52;1383949,6;117,11;205,7;6728
Liechtenstein;Fruits;29/06/2012;249606645;Critical;Europe;Offline;14/08/2012;0K;20815,36;7249,28;28064,64;6,92;9,33;3008
Belgium;Household;08/04/2015;497466361;Critical;Europe;Offline;01/05/2015;0K;103523,24;34140,38;137663,62;502,54;668,27;206
Belarus;Clothes;23/12/2014;839437711;Low;Europe;Offline;24/12/2014;148K;255467,52;523480,32;778947,84;35,84;109,28;7128
Luxembourg;Office Supplies;31/10/2014;549048888;High;Europe;Online;02/12/2014;2374K;2426365,12;583527,5;3009892,62;524,96;651,21;4622
Finland;Snacks;03/12/2015;427432811;High;Europe;Online;11/12/2015;445K;557551,68;315511,08;873062,76;97,44;152,58;5722
Andorra;Office Supplies;31/03/2014;582836139;High;Europe;Online;05/04/2014;1484K;1585379,2;381275;1966654,2;524,96;651,21;3020
Netherlands;Clothes;08/04/2012;719730079;High;Europe;Offline;06/05/2012;0K;106767,36;218777,76;325545,12;35,84;109,28;2979
Bulgaria;Household;21/04/2012;837608659;High;Europe;Online;02/05/2012;2819K;2950412,34;973000,83;3923413,17;502,54;668,27;5871
Norway;Meat;26/02/2017;930670154;Low;Europe;Online;15/03/2017;1632K;1763276,15;276562;2039838,15;364,69;421,89;4835
Portugal;Clothes;15/02/2012;684853637;High;Europe;Offline;03/04/2012;0K;81177,6;166341,6;247519,2;35,84;109,28;2265
Montenegro;Cereal;20/06/2013;930457293;High;Europe;Offline;26/07/2013;148K;216067,95;163448,55;379516,5;117,11;205,7;1845
Estonia;Office Supplies;07/03/2013;343185698;High;Europe;Offline;25/04/2013;2671K;2692519,84;647536,25;3340056,09;524,96;651,21;5129
France;Cosmetics;26/07/2016;174935233;Medium;Europe;Online;29/07/2016;1484K;1600519,74;1056781,86;2657301,6;263,33;437,2;6078
Romania;Fruits;09/10/2011;904812800;Medium;Europe;Offline;24/11/2011;0K;21237,48;7396,29;28633,77;6,92;9,33;3069
Romania;Personal Care;13/06/2011;438683927;Low;Europe;Online;29/07/2011;148K;293380,59;129735,62;423116,21;56,67;81,73;5177
Iceland;Fruits;13/08/2011;303534495;High;Europe;Offline;18/08/2011;0K;10082,44;3511,37;13593,81;6,92;9,33;1457
Liechtenstein;Baby Food;26/11/2013;775008904;Medium;Europe;Online;02/01/2014;148K;193217,04;116182,32;309399,36;159,42;255,28;1212
Greece;Fruits;16/08/2014;471348512;Medium;Europe;Online;01/10/2014;0K;9369,68;3263,14;12632,82;6,92;9,33;1354
Malta;Baby Food;23/12/2012;302442729;Critical;Europe;Offline;17/01/2013;1335K;1335780,18;803210,94;2138991,12;159,42;255,28;8379
Macedonia;Vegetables;12/04/2012;987050187;Critical;Europe;Online;25/04/2012;742K;812914,2;564382,2;1377296,4;90,93;154,06;8940
Bulgaria;Office Supplies;02/11/2015;641537463;High;Europe;Online;14/12/2015;2077K;2124513,12;510933,75;2635446,87;524,96;651,21;4047
Czech Republic;Household;15/05/2015;512662255;Low;Europe;Offline;22/06/2015;3412K;3522302,86;1161601,57;4683904,43;502,54;668,27;7009
Germany;Clothes;07/11/2010;379900634;Low;Europe;Offline;02/12/2010;297K;354636,8;726688,8;1081325,6;35,84;109,28;9895
Georgia;Cereal;14/06/2014;243144452;High;Europe;Online;16/07/2014;0K;82094,11;62101,59;144195,7;117,11;205,7;701
Malta;Cosmetics;15/06/2010;998043382;High;Europe;Online;03/07/2010;445K;545093,1;359910,9;905004;263,33;437,2;2070
Spain;Fruits;24/10/2015;446045196;Low;Europe;Offline;01/11/2015;0K;24496,8;8531,4;33028,2;6,92;9,33;3540
Lithuania;Household;14/10/2014;544284856;Medium;Europe;Offline;25/10/2014;2374K;2431791,06;801967,47;3233758,53;502,54;668,27;4839
Romania;Vegetables;06/11/2014;606118571;High;Europe;Offline;18/11/2014;148K;255422,37;177332,17;432754,54;90,93;154,06;2809
Portugal;Snacks;07/10/2010;583654105;Critical;Europe;Online;19/10/2010;445K;494508;279835,5;774343,5;97,44;152,58;5075
Moldova;Baby Food;27/01/2014;608451879;Critical;Europe;Online;01/03/2014;445K;524013,54;315091,82;839105,36;159,42;255,28;3287
Romania;Beverages;10/05/2015;910886180;Medium;Europe;Online;10/06/2015;0K;10077,43;4964,22;15041,65;31,79;47,45;317
Vatican City;Snacks;05/11/2011;820195758;Low;Europe;Offline;24/11/2011;148K;292904,64;165750,84;458655,48;97,44;152,58;3006
Lithuania;Clothes;28/06/2016;378216636;High;Europe;Online;08/08/2016;0K;55982,08;114713,28;170695,36;35,84;109,28;1562
Denmark;Clothes;21/07/2014;539002406;Critical;Europe;Online;23/07/2014;0K;58956,8;120808,8;179765,6;35,84;109,28;1645
Serbia;Office Supplies;31/05/2015;659193694;Medium;Europe;Online;11/06/2015;4599K;4681593,28;1125897,5;5807490,78;524,96;651,21;8918
Andorra;Beverages;11/03/2015;320431125;High;Europe;Online;17/04/2015;0K;49115,55;24194,7;73310,25;31,79;47,45;1545
Liechtenstein;Vegetables;28/11/2011;229355323;Low;Europe;Offline;10/12/2011;0K;17458,56;12120,96;29579,52;90,93;154,06;192
Macedonia;Beverages;05/07/2017;949732291;Low;Europe;Offline;14/08/2017;148K;182633,55;89966,7;272600,25;31,79;47,45;5745
San Marino;Household;12/08/2014;871147000;Critical;Europe;Online;25/08/2014;297K;307051,94;101261,03;408312,97;502,54;668,27;611
Cyprus;Baby Food;18/01/2010;806197631;Medium;Europe;Online;18/02/2010;0K;103463,58;62213,14;165676,72;159,42;255,28;649
Lithuania;Beverages;05/07/2015;926280772;High;Europe;Offline;21/07/2015;148K;188165,01;92691,54;280856,55;31,79;47,45;5919
Greece;Vegetables;08/01/2011;936547410;Low;Europe;Offline;12/01/2011;297K;367902,78;255423,98;623326,76;90,93;154,06;4046
Slovenia;Cosmetics;29/10/2013;498201072;High;Europe;Online;07/11/2013;1929K;2007364,59;1325411,01;3332775,6;263,33;437,2;7623
Cyprus;Snacks;27/07/2015;842725884;High;Europe;Offline;11/08/2015;0K;16662,24;9428,94;26091,18;97,44;152,58;171
Latvia;Office Supplies;01/05/2017;343730294;Low;Europe;Online;28/05/2017;3264K;3300423,52;793733,75;4094157,27;524,96;651,21;6287
Georgia;Vegetables;26/02/2015;636907756;Critical;Europe;Online;01/04/2015;297K;364902,09;253340,69;618242,78;90,93;154,06;4013
Czech Republic;Cereal;16/02/2013;444806230;High;Europe;Online;01/04/2013;742K;808410,33;611536,77;1419947,1;117,11;205,7;6903
Latvia;Snacks;18/03/2017;517097985;Medium;Europe;Online;14/04/2017;890K;939321,6;531549,6;1470871,2;97,44;152,58;9640
Netherlands;Beverages;27/10/2015;642953670;Medium;Europe;Offline;09/12/2015;0K;99629,86;49078,44;148708,3;31,79;47,45;3134
Serbia;Snacks;18/08/2014;265191352;Medium;Europe;Offline;26/09/2014;445K;474435,36;268476,66;742912,02;97,44;152,58;4869
Latvia;Office Supplies;16/06/2013;129127395;Low;Europe;Online;20/06/2013;148K;272979,2;65650;338629,2;524,96;651,21;520
Serbia;Vegetables;25/06/2011;392518174;Medium;Europe;Offline;03/07/2011;297K;336895,65;233896,65;570792,3;90,93;154,06;3705
Malta;Fruits;21/11/2016;121380746;Critical;Europe;Online;18/12/2016;0K;56155,8;19557,15;75712,95;6,92;9,33;8115
Russia;Clothes;08/05/2014;745467269;Medium;Europe;Offline;23/06/2014;297K;329226,24;674619,84;1003846,08;35,84;109,28;9186
Bulgaria;Meat;07/04/2012;948518216;High;Europe;Offline;04/05/2012;2226K;2360638,37;370255,6;2730893,97;364,69;421,89;6473
Finland;Office Supplies;17/04/2017;163744628;Low;Europe;Offline;01/05/2017;2374K;2377543,84;571786,25;2949330,09;524,96;651,21;4529
Greece;Household;23/01/2012;706301438;Medium;Europe;Offline;11/02/2012;4451K;4596230,84;1515766,58;6111997,42;502,54;668,27;9146
Montenegro;Clothes;09/03/2014;234082448;Critical;Europe;Online;09/03/2014;297K;324459,52;664852,32;989311,84;35,84;109,28;9053
Romania;Meat;22/08/2012;161607444;Low;Europe;Offline;03/10/2012;742K;761837,41;119490,8;881328,21;364,69;421,89;2089
Lithuania;Meat;06/07/2014;764483058;Critical;Europe;Offline;05/08/2014;2226K;2326722,2;364936;2691658,2;364,69;421,89;6380
Iceland;Baby Food;05/08/2014;828993833;Medium;Europe;Offline;02/09/2014;1039K;1044519,84;628074,72;1672594,56;159,42;255,28;6552
Bosnia and Herzegovina;Meat;09/12/2015;498946940;Critical;Europe;Offline;11/01/2016;2967K;3042243,98;477162,4;3519406,38;364,69;421,89;8342
Switzerland;Personal Care;02/08/2014;287151563;Medium;Europe;Offline;11/08/2014;148K;191714,61;84777,98;276492,59;56,67;81,73;3383
Croatia;Office Supplies;22/05/2013;259006392;Critical;Europe;Online;06/06/2013;2374K;2415865,92;581002,5;2996868,42;524,96;651,21;4602
United Kingdom;Vegetables;30/09/2012;556647908;Critical;Europe;Online;29/10/2012;297K;303797,13;210917,33;514714,46;90,93;154,06;3341
Ireland;Vegetables;09/04/2011;923922574;Medium;Europe;Offline;23/05/2011;593K;734350,68;509837,88;1244188,56;90,93;154,06;8076
San Marino;Snacks;04/01/2017;742100560;Critical;Europe;Offline;17/01/2017;148K;282770,88;160016,28;442787,16;97,44;152,58;2902
France;Fruits;12/02/2014;605029380;High;Europe;Offline;18/02/2014;0K;3411,56;1188,13;4599,69;6,92;9,33;493
Cyprus;Meat;11/06/2017;333304440;Low;Europe;Online;05/07/2017;297K;381465,74;59831,2;441296,94;364,69;421,89;1046
Russia;Cosmetics;03/09/2014;486345708;High;Europe;Offline;11/10/2014;2374K;2463978,81;1626901,59;4090880,4;263,33;437,2;9357
Malta;Beverages;30/04/2016;180358016;Medium;Europe;Online;16/05/2016;0K;25432;12528;37960;31,79;47,45;800
Georgia;Clothes;18/07/2012;141846215;High;Europe;Online;16/08/2012;148K;154183,68;315938,88;470122,56;35,84;109,28;4302
Moldova;Baby Food;09/06/2017;252541625;Critical;Europe;Offline;05/07/2017;148K;244550,28;147049,24;391599,52;159,42;255,28;1534
Montenegro;Cosmetics;29/03/2014;614597785;Critical;Europe;Offline;14/05/2014;445K;525870,01;347218,39;873088,4;263,33;437,2;1997
Sweden;Personal Care;17/05/2011;861976850;High;Europe;Offline;25/05/2011;297K;394423,2;174417,6;568840,8;56,67;81,73;6960
Czech Republic;Clothes;21/08/2012;631463515;Low;Europe;Offline;25/09/2012;0K;105441,28;216060,48;321501,76;35,84;109,28;2942
Moldova;Fruits;29/07/2013;307305467;Medium;Europe;Online;10/08/2013;0K;51007,32;17764,11;68771,43;6,92;9,33;7371
Cyprus;Cereal;05/07/2011;392676532;High;Europe;Offline;06/08/2011;0K;66401,37;50230,53;116631,9;117,11;205,7;567
Luxembourg;Baby Food;26/05/2012;111063039;Low;Europe;Online;13/07/2012;742K;777331,92;467413,36;1244745,28;159,42;255,28;4876
Spain;Beverages;05/12/2011;556263816;Medium;Europe;Online;07/12/2011;297K;307695,41;151573,14;459268,55;31,79;47,45;9679
Greece;Beverages;25/05/2011;642123687;Medium;Europe;Online;30/05/2011;148K;239156,17;117810,18;356966,35;31,79;47,45;7523
Czech Republic;Beverages;02/05/2010;242168128;Medium;Europe;Online;03/05/2010;0K;56745,15;27953,1;84698,25;31,79;47,45;1785
Croatia;Beverages;11/03/2017;192236125;High;Europe;Offline;22/03/2017;148K;184254,84;90765,36;275020,2;31,79;47,45;5796
Greece;Snacks;18/08/2016;957926118;Low;Europe;Online;01/09/2016;0K;46771,2;26467,2;73238,4;97,44;152,58;480
Austria;Beverages;14/11/2016;646691596;High;Europe;Online;13/12/2016;148K;294661,51;145152,54;439814,05;31,79;47,45;9269
Ukraine;Office Supplies;04/12/2015;115363156;High;Europe;Offline;10/01/2016;3858K;3872104,96;931220;4803324,96;524,96;651,21;7376
